NT312,SPIRE ALEXANDRA HOSPITAL,,,,,,"1,600","1,600",635,965,0,0,"1,600",0,0,61,59,2,2,56,0,0,0,0,0,0,0,0,*,40,55,65,80,85,145,200,200,190,185,170,105,55,15,*,840,"1,490",0,0,0
NT302,SPIRE BRISTOL HOSPITAL,,,,,,"1,885","1,885",920,965,0,0,"1,885",0,0,41,35,2,3,64,0,0,0,0,0,0,0,*,*,20,35,35,60,65,95,150,200,220,235,280,215,165,90,25,"1,100","1,895",0,0,0
NT315,SPIRE BUSHEY HOSPITAL,,,,,,"1,170","1,170",535,635,0,0,"1,170",*,0,42,35,2,2,55,0,0,0,0,0,0,0,*,*,30,60,75,90,80,100,135,115,130,110,100,85,40,15,*,805,815,0,0,0
NT317,SPIRE CAMBRIDGE LEA HOSPITAL,,,,,,765,765,395,365,0,0,765,0,0,33,28,3,3,57,0,0,0,0,0,0,0,*,*,20,35,35,25,40,60,75,70,75,100,125,70,20,*,0,340,"1,085",0,0,0
NT324,SPIRE CHESHIRE HOSPITAL,,,,,,"3,585","3,585","1,745","1,835",0,0,"3,585",0,0,53,47,2,2,56,0,0,0,0,0,0,0,*,15,110,145,180,225,230,330,355,420,330,375,395,260,135,45,20,"2,855","1,495",0,0,0
NT345,SPIRE CLARE PARK HOSPITAL,,,,,,"1,280","1,280",585,695,0,0,"1,280",0,0,52,41,2,2,54,0,0,0,0,0,0,0,*,*,50,50,95,100,80,120,150,140,120,100,120,90,45,20,*,"1,010",630,0,0,0
NT344,SPIRE DUNEDIN HOSPITAL,,,,,,"1,695","1,695",730,965,0,0,"1,695",0,0,45,37,2,2,52,0,0,0,0,0,0,0,*,*,60,95,105,155,150,195,190,190,155,120,125,80,35,20,*,"1,465",500,0,0,0
NT348,SPIRE ELLAND HOSPITAL,,,,,,"3,895","3,895","1,570","2,325",0,0,"3,895",*,0,63,58,2,2,54,0,0,0,0,0,0,0,*,15,120,170,220,255,280,415,445,430,375,350,370,240,130,50,*,"2,980","1,700",0,0,0
NT347,SPIRE FYLDE COAST HOSPITAL,,,,,,"4,910","4,910","2,210","2,705",0,0,"4,910",0,0,72,63,2,2,62,0,0,0,0,0,0,0,10,15,90,130,190,210,215,350,400,435,400,470,670,620,450,195,55,"4,000","1,970",0,0,0
NT308,SPIRE GATWICK PARK HOSPITAL,,,,,,510,510,185,325,0,0,510,0,0,40,31,3,2,58,0,0,0,0,0,0,0,*,*,10,20,15,40,35,35,50,70,60,45,60,40,15,15,*,415,250,0,0,0
NT316,SPIRE HARPENDEN HOSPITAL,,,,,,"1,910","1,910",875,"1,035",0,0,"1,910",0,0,48,41,2,3,55,0,0,0,0,0,0,*,*,10,55,80,100,110,140,170,240,235,205,185,175,125,50,25,*,"1,390","1,210",0,0,0
NT319,SPIRE HARTSWOOD HOSPITAL,,,,,,"1,150","1,150",615,540,0,0,"1,150",0,0,42,35,2,2,56,0,0,0,0,0,0,0,*,*,40,45,60,55,70,85,130,120,145,130,135,80,35,15,*,805,800,0,0,0
NT351,SPIRE HULL AND EAST RIDING HOSPITAL,,,,,,"5,130","5,130","2,165","2,965",0,0,"5,130",*,0,58,53,2,2,59,0,*,*,*,*,*,*,10,10,65,150,160,230,280,420,555,640,540,605,585,460,260,120,15,"3,705","3,215",0,0,0
NT332,SPIRE LEEDS HOSPITAL,,,,,,"3,045","3,045","1,530","1,510",0,0,"3,045",0,0,56,54,2,2,50,0,50,65,35,10,*,*,*,20,155,175,185,205,205,225,270,275,295,265,260,170,95,50,10,"2,315","1,600",0,0,0
NT322,SPIRE LEICESTER HOSPITAL,,,,,,"1,275","1,275",575,700,0,0,"1,275",0,0,58,51,3,3,61,0,0,0,0,0,0,0,*,*,*,30,35,40,45,75,125,165,190,190,175,115,60,15,*,530,"1,985",0,0,0
NT321,SPIRE LITTLE ASTON HOSPITAL,,,,,,"2,315","2,315",885,"1,430",0,0,"2,315",0,0,65,63,2,3,57,0,0,0,0,0,0,0,*,15,45,75,95,110,120,200,260,290,250,240,270,210,95,25,*,"1,435","2,110",0,0,0
NT337,SPIRE LIVERPOOL HOSPITAL,,,,,,"7,040","7,040","3,425","3,615",0,0,"7,040",*,0,56,48,2,2,53,0,0,0,0,0,0,0,20,40,240,355,510,595,535,655,695,785,715,615,575,365,210,100,35,"6,230","1,735",0,0,0
NT314,SPIRE LONDON EAST,,,,,,"4,815","4,815","2,175","2,640",0,0,"4,815",0,0,59,49,2,2,52,0,0,0,0,0,0,0,10,10,130,225,295,425,460,540,650,550,485,360,290,195,120,40,*,"4,525",640,0,0,0
NT327,SPIRE MANCHESTER HOSPITAL,,,,,,"2,005","2,005",995,"1,010",0,0,"2,005",0,0,49,44,2,1,49,0,0,0,0,0,0,0,15,10,115,170,170,180,165,190,205,195,150,175,125,75,35,15,*,"1,600",890,0,0,0
NT350,SPIRE METHLEY PARK HOSPITAL,,,,,,"2,755","2,755","1,345","1,410",0,0,"2,755",0,0,58,50,2,1,55,0,0,0,0,0,0,0,*,10,70,115,160,145,155,275,320,310,295,300,285,195,85,20,*,"1,840","1,370",0,0,0
NT364,SPIRE MONTEFIORE HOSPITAL,,,,,,935,935,380,550,0,0,935,0,0,38,29,2,1,55,0,0,0,0,0,0,0,*,*,25,45,40,65,80,95,105,95,90,65,105,65,30,15,*,740,310,0,0,0
NT325,SPIRE MURRAYFIELD HOSPITAL,,,,,,"2,240","2,240","1,035","1,205",0,0,"2,240",0,0,53,46,2,2,57,0,0,0,0,0,0,0,*,*,65,90,125,130,145,180,215,250,185,255,240,165,110,60,15,"1,715",915,0,0,0
NT30A,SPIRE NOTTINGHAM HOSPITAL,,,,,,"1,295","1,295",610,680,0,0,"1,295",0,0,52,45,2,2,62,0,0,0,0,0,0,0,*,*,20,20,45,65,55,80,125,130,120,135,185,145,100,60,15,935,830,0,0,0
NT320,SPIRE PARKWAY HOSPITAL,,,,,,"2,290","2,290",975,"1,315",0,0,"2,290",0,0,66,64,3,3,58,0,0,0,0,0,0,0,*,*,40,85,90,120,145,180,270,270,220,255,285,205,90,35,*,"1,395","2,380",0,0,0
NT305,SPIRE PORTSMOUTH HOSPITAL,,,,,,"1,310","1,310",550,755,0,0,"1,310",0,0,53,49,3,3,60,0,0,0,0,0,0,0,*,*,25,40,35,65,55,85,110,140,165,170,195,150,65,*,0,730,"1,660",0,0,0
NT339,SPIRE REGENCY HOSPITAL,,,,,,"2,050","2,050",960,"1,090",0,0,"2,050",0,0,47,38,2,2,57,0,0,0,0,0,0,0,*,*,50,80,95,105,140,195,200,210,230,195,235,155,90,30,10,"1,440","1,240",0,0,0
NT301,SPIRE SOUTH BANK HOSPITAL,,,,,,"1,915","1,915",935,975,0,0,"1,915",0,0,53,44,2,2,56,0,0,0,0,0,0,0,*,10,55,70,95,115,125,175,220,215,185,210,205,140,65,20,*,"1,510",770,0,0,0
NT304,SPIRE SOUTHAMPTON HOSPITAL,,,,,,"1,230","1,230",460,775,0,0,"1,230",0,0,47,42,3,2,58,0,0,0,0,0,0,0,*,*,35,35,50,65,75,110,100,135,130,140,175,100,60,15,*,510,"1,850",0,0,0
NT3X3,SPIRE ST ANTHONY'S HOSPITAL,,,,,,370,370,225,150,0,0,370,0,0,42,35,2,2,51,0,0,0,0,0,0,0,*,*,15,20,30,20,35,45,40,40,30,40,20,20,10,*,0,305,130,0,0,0
NT309,SPIRE SUSSEX HOSPITAL,,,,,,"1,585","1,585",565,"1,020",0,0,"1,585",0,0,51,42,2,2,59,0,0,0,0,0,0,0,*,*,50,50,70,85,100,135,105,140,140,160,205,180,100,35,15,"1,085","1,015",0,0,0
NT343,SPIRE THAMES VALLEY HOSPITAL,,,,,,235,235,90,145,0,0,235,0,0,43,36,3,2,51,0,0,0,0,0,0,0,*,*,15,10,15,15,35,25,20,20,15,20,15,20,*,*,*,150,215,0,0,0
NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,,,,,,495,495,230,265,0,0,495,0,0,44,38,1,1,53,0,0,0,0,0,0,0,0,*,20,25,30,35,40,50,55,55,35,55,50,30,10,*,*,420,105,0,0,0
NT333,SPIRE WASHINGTON HOSPITAL,,,,,,"4,285","4,285","2,010","2,275",0,0,"4,280",*,0,49,40,2,2,56,0,0,0,0,0,0,0,*,10,80,155,185,290,295,395,510,530,480,430,495,230,145,45,*,"3,280","1,775",0,0,0
NT313,SPIRE WELLESLEY HOSPITAL,,,,,,"5,250","5,250","2,060","3,190",0,0,"5,250",0,0,62,52,2,2,62,0,0,0,0,0,0,0,*,*,30,55,85,175,195,410,640,635,575,615,780,580,280,155,25,"4,630","1,350",0,0,0
NT338,SPIRE YALE HOSPITAL,,,,,,*,*,*,*,0,0,*,0,0,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,0,0,0,0,0,0,*,0,0,0,0
NVC18,SPRINGFIELD HOSPITAL,,,,,,"5,980","5,980","2,945","3,030",*,0,"5,980",0,0,84,16,2,2,60,0,0,0,*,0,0,0,*,25,170,225,235,270,330,400,440,510,520,675,850,635,390,225,50,"4,700","2,605",0,0,0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,,,,"174,920","136,290","85,365","89,540",10,"54,875","46,745","18,610","16,055",82,24,4,1,50,"8,355","6,105","4,340","3,540",755,845,845,825,885,"5,950","9,005","11,230","10,025","7,640","8,070","9,765","15,155","10,545","10,880","12,725","11,215","11,195","8,150","5,575","50,440","361,525","20,385","2,785","4,640"
RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,,,,,,"166,870","126,550","73,965","92,890",15,"56,105","45,490","9,355","15,605",42,23,3,1,56,"6,295","2,010",975,950,305,540,690,750,955,"6,360","9,240","9,340","7,295","6,155","7,500","9,690","13,305","10,960","11,505","15,095","14,970","15,310","10,435","5,900","48,565","269,750","23,550",980,"7,965"
NTE02,ST HUGH'S HOSPITAL,,,,,,"5,850","5,850","2,445","3,395",10,0,"5,845",0,*,128,63,2,2,60,0,0,0,0,0,0,0,15,*,105,140,195,235,290,465,615,655,625,620,685,560,405,180,50,"4,895","1,645",0,0,*
NQT5K,ST MARTINS HOSPITAL,,,,,,300,300,115,185,0,*,0,0,300,,,28,23,82,0,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0,*,15,10,20,40,55,90,60,0,"8,400",0,0,*
NTPAD,ST MARY'S NHS TREATMENT CENTRE,,,,,,"11,035","9,150","5,110","5,920",*,0,"9,150",0,0,39,38,,,60,0,0,0,0,0,0,0,25,35,265,380,495,610,620,730,940,865,890,995,"1,375","1,275",885,500,130,"11,035",0,0,0,0
RWJ,STOCKPORT NHS FOUNDATION TRUST,,,,,,"99,705","86,295","44,980","54,720",*,"40,440","29,400","8,395","8,060",46,31,4,1,54,"5,575","3,245","1,885","1,715",455,315,290,405,420,"2,640","4,195","4,740","4,155","3,300","3,875","4,920","5,710","5,910","6,970","8,965","9,115","8,780","7,175","4,670","31,745","230,430","16,650","1,115","1,675"
RXX,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,,,,,,"2,730","2,445","1,560","1,170",0,"1,435",300,0,710,,,30,7,39,0,0,0,*,*,*,*,65,170,610,310,200,270,170,175,190,120,115,90,70,60,60,30,10,0,"74,035",55,*,105
RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,,,,,,"156,395","97,160","72,020","84,375",*,"39,450","36,695","7,710","13,300",48,34,5,2,57,"11,680","1,765","1,280","1,265",355,445,480,545,590,"3,555","5,265","6,765","6,180","5,080","6,165","7,530","10,075","9,395","10,595","13,790","14,060","14,305","14,085","10,550","41,045","277,415","9,700",610,"1,785"
RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,,,,,,"4,435","4,415","1,605","2,830",0,"2,260",*,970,"1,185",,,25,21,83,0,10,*,0,*,0,0,0,0,*,*,*,0,10,10,15,50,80,160,345,505,830,"1,200","1,220",0,"110,390",20,*,*
AJX01,SUSSEX MSK PARTNERSHIP 2 LTD,,,,,,"3,180","3,155","1,160","2,020",0,0,"1,610","1,545",0,77,71,4,3,62,0,0,0,0,0,10,10,10,10,45,70,65,120,140,210,290,340,305,355,425,390,215,135,25,"2,470","2,625",0,50,0
RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,,,,,,"3,320","2,645","1,690","1,625",10,"1,345",265,830,205,,,174,29,45,0,0,0,*,15,10,20,55,45,355,355,395,280,240,290,275,260,170,135,155,105,90,50,20,0,"177,665",*,0,0
NXP09,SYSTON HEALTH CENTRE,,,,,,300,300,175,125,0,0,300,0,0,39,45,,,60,0,0,0,0,0,0,0,0,0,*,*,*,25,20,20,35,30,25,30,40,25,15,10,*,300,0,0,0,0
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,,,,,,"67,145","53,010","29,730","37,405",*,"27,005","16,460","4,120","5,425",52,37,4,1,53,"4,340","2,025",970,805,225,220,200,320,330,"2,205","3,040","3,260","2,860","2,540","3,200","3,940","4,455","4,120","4,755","5,775","5,790","5,240","3,845","2,490","18,095","146,840","8,540",210,750
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,,,,,,"125,070","100,285","56,530","68,535",*,"39,835","29,445","21,260","9,740",75,38,4,1,58,"4,370","2,050","1,460","1,390",370,375,480,550,615,"3,715","5,490","5,265","4,300","3,460","4,805","6,410","10,160","8,455","10,080","12,985","12,125","10,950","8,475","5,650","42,655","207,480","12,890","3,045","4,165"
NR525,TAVISTOCK HOSPITAL,,,,,,255,255,110,145,0,*,85,0,170,4,1,16,14,82,0,0,0,0,0,0,0,0,0,*,*,0,*,0,*,*,*,*,10,25,35,45,65,60,0,"3,975",0,0,0
NVC0R,TEES VALLEY HOSPITAL,,,,,,"8,195","8,195","3,735","4,460",*,0,"8,195",0,0,34,17,2,2,53,0,0,0,0,0,0,0,35,40,365,485,525,540,565,705,825,905,785,710,715,515,310,130,30,"7,535","1,145",0,0,0
NVC35,TEES VALLEY TREATMENT CENTRE,,,,,,75,75,45,30,0,0,75,0,0,"1,021",968,1,1,60,0,0,0,0,0,0,0,0,0,0,0,*,0,*,10,10,15,10,*,*,*,*,*,*,75,*,0,0,0
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",,,,,,680,550,390,285,*,280,65,180,25,,,50,8,38,0,*,40,65,15,10,10,10,20,50,65,35,65,35,45,55,35,20,25,25,15,25,10,*,0,"19,425",*,*,0
AAH01,TETBURY HOSPITAL TRUST,,,,,,"1,265","1,265",485,780,0,0,"1,260",*,0,56,41,1,1,69,0,0,0,0,0,0,0,*,*,25,30,35,30,35,55,55,45,70,100,165,220,195,155,40,"1,260",*,0,*,0
NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,,,,,,"2,425","2,425","1,095","1,335",0,0,"2,425",0,0,52,21,2,2,58,0,0,0,0,0,0,0,*,10,85,80,105,140,150,190,230,235,210,210,280,250,185,60,15,"2,080",750,0,0,0
NW616,THE CHRISTIE CLINIC,,,,,,15,15,10,10,0,0,15,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
RBV,THE CHRISTIE NHS FOUNDATION TRUST,,,,,,"24,245","24,015","12,215","12,010",15,"6,010","12,970","4,920",110,16,10,6,2,57,0,660,510,75,0,50,40,60,170,530,455,715,725,775,"1,440","2,055","2,670","2,995","3,400","3,390","1,780",910,300,80,"13,480","58,020","1,945",425,20
REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,,,,,,"9,145","9,115","5,205","3,940",0,"1,410","6,220","1,470",10,14,8,7,2,59,0,0,0,0,0,*,15,45,120,290,200,290,415,390,385,680,"1,230","1,070","1,115","1,265",860,510,220,30,"5,705","23,065",235,"1,080",0
NTPAE,THE CROFT SHIFA HEALTH CENTRE,,,,,,"2,040","1,560",845,"1,195",0,0,"1,560",0,0,252,83,,,73,0,0,0,0,0,0,0,0,0,*,*,*,10,20,20,50,95,160,250,395,435,370,160,60,"2,040",0,0,0,0
RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,,,,,,"120,305","105,480","50,405","69,900",0,"38,270","39,635","8,875","18,695",78,41,4,1,55,"5,110","1,415",935,905,280,330,450,590,700,"5,555","7,930","7,325","5,170","3,760","5,030","6,180","6,825","7,055","8,225","10,910","11,405","10,530","8,095","5,180","42,795","229,660","10,500","1,375","10,655"
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,,,,,,"70,705","64,360","30,055","40,650",*,"26,980","20,555","5,775","11,050",71,39,4,1,50,"5,415","2,015","1,220","1,075",240,190,215,230,320,"2,430","3,810","4,590","3,975","3,140","3,200","3,825","4,255","4,205","4,500","4,995","4,980","5,255","3,765","2,485","23,425","164,245","9,710",380,"2,895"
NXM01,THE HORDER CENTRE - ST JOHNS ROAD,,,,,,"3,295","3,295","1,320","1,975",0,0,"3,295",0,0,,,3,3,66,0,0,0,0,0,0,0,*,*,20,35,50,55,85,165,215,315,365,470,600,490,280,120,25,"1,450","4,985",0,25,0
NXM04,THE MCINDOE CENTRE,,,,,,675,675,290,385,0,0,675,0,0,,,1,1,59,0,0,0,0,0,0,0,*,*,15,20,25,40,35,50,65,70,75,85,80,55,20,20,*,660,15,0,*,0
DX101,THE NEW FOSCOTE HOSPITAL (FOSCOTE HOSPITAL),,,,,,405,405,225,180,0,0,405,0,0,50,48,2,2,53,0,0,0,0,0,0,0,0,*,15,20,25,35,40,45,35,50,30,35,45,25,*,*,*,370,65,0,0,0
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,,,,,,"275,985","235,305","133,935","142,015",35,"71,650","96,480","49,570","17,605",67,42,4,1,49,"13,030","12,255","9,940","8,455","2,120","1,555","1,270","1,440","1,775","9,835","10,815","11,910","11,780","10,265","12,290","15,585","18,750","20,370","21,315","24,365","19,350","17,070","11,305","6,570","120,120","508,300","28,075","3,155","2,185"
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,,,,,,"88,630","79,590","34,840","53,785",*,"36,010","18,390","8,650","16,535",52,33,3,1,52,"4,910","1,350",840,825,250,280,325,435,570,"3,835","6,080","6,730","4,970","3,160","3,620","4,760","4,945","5,055","5,320","6,835","6,560","6,900","5,575","3,970","23,240","168,565","17,185","1,255","8,735"
NW601,THE PRINCESS GRACE HOSPITAL,,,,,,15,15,15,*,0,0,15,0,0,,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,*,0
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",,,,,,"107,420","90,500","46,760","60,665",0,"36,105","27,190","18,325","8,880",59,32,3,1,59,"3,885","1,520",950,830,225,240,295,420,505,"3,790","4,740","4,615","3,645","3,085","3,890","4,985","6,395","7,005","8,390","12,425","11,725","10,560","7,935","5,190","40,975","162,435","13,760","1,710","4,560"
RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,,,,,,"13,950","13,315","6,780","7,170",0,275,"11,480","1,220",340,85,67,6,3,56,25,100,200,370,115,90,60,65,50,390,435,440,485,540,830,"1,175","1,295","1,365","1,545","1,865","1,325",770,330,85,"5,465","47,775",30,760,*
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,,,,,,"78,550","59,895","35,745","42,800",*,"24,180","23,435","7,315","4,965",54,30,4,2,58,"3,220",665,"1,015",490,165,185,285,305,380,"2,620","3,575","3,540","3,035","2,485","3,560","4,185","4,920","5,355","5,880","7,735","7,825","7,230","6,100","3,605","25,520","154,530","3,970",810,965
RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,,,,,,"131,535","106,455","65,315","66,215",*,"41,045","38,515","25,675","1,220",60,38,4,1,66,295,30,20,30,10,170,275,485,510,"3,140","3,445","3,950","3,850","4,280","5,910","7,540","9,160","9,340","11,860","15,550","15,535","15,020","12,190","8,625","54,685","198,305","15,175","2,160",400
RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,,,,,,"25,320","25,320","12,725","12,590",0,"3,150","12,700","9,415",55,15,11,6,2,55,0,915,850,360,75,115,120,50,60,500,390,685,895,"1,045","1,565","2,135","2,670","2,785","3,380","3,125","2,065","1,065",320,85,"15,080","62,025",500,870,*
RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,,,,,,"13,760","13,760","6,160","7,605",0,370,"11,560","1,760",70,,,4,3,54,0,10,80,245,85,205,185,165,125,640,555,575,645,640,895,"1,095","1,225","1,370","1,370","1,480","1,125",685,265,65,"7,315","27,900",10,620,10
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,,,,,,"148,640","132,735","64,650","83,965",20,"46,205","39,340","30,145","17,040",57,38,4,1,54,"7,635","2,940","2,185","1,625",475,390,570,605,740,"5,265","7,275","7,375","5,850","5,090","6,610","8,425","10,100","10,425","12,605","14,420","13,780","11,330","7,530","4,490","62,415","304,245","15,675",660,"7,245"
NT255,THE VALE HOSPITAL,,,,,,*,*,*,*,0,0,*,0,0,*,*,*,*,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,0,*,0,0,0,0
RET,THE WALTON CENTRE NHS FOUNDATION TRUST,,,,,,"12,110","11,265","5,305","6,800",*,"1,975","5,415","3,850",25,54,40,11,3,52,0,0,0,0,0,15,30,30,50,420,605,735,900,"1,045","1,260","1,440","1,420","1,140",985,980,610,295,115,25,"6,065","56,945",125,245,0
NW602,THE WELLINGTON HOSPITAL,,,,,,10,10,0,10,0,0,10,0,0,,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0
NVC44,THE WESTBOURNE CENTRE,,,,,,"2,095","2,095",960,"1,135",0,0,"2,095",0,0,53,32,1,1,51,0,0,0,0,0,0,0,0,10,145,225,205,195,150,130,165,140,120,130,170,125,115,55,15,"2,075",15,0,0,0
NVC20,THE YORKSHIRE CLINIC,,,,,,"12,770","12,770","5,890","6,880",0,0,"12,770",0,0,178,50,2,2,58,0,0,0,0,0,0,0,35,60,330,495,635,785,815,970,"1,065","1,100","1,110","1,285","1,520","1,200",855,390,90,"11,375","2,770",0,0,0
NLX22,THORNBURY HOSPITAL,,,,,,120,120,50,70,0,*,0,0,120,,,35,29,82,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,0,*,*,10,15,20,40,25,0,"4,100",0,0,0
RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,,,,,,"109,465","82,685","49,720","59,740",*,"36,985","27,115","13,640","4,945",68,34,4,1,60,"3,115","1,485","1,120",945,270,265,280,455,480,"3,145","3,935","3,840","3,240","3,010","3,990","5,570","9,080","7,285","8,760","12,210","11,620","10,235","8,390","6,455","37,320","176,105","13,910",590,"1,145"
NN501,TRAFFORD GENERAL HOSPITAL,,,,,,"1,275","1,275",645,630,0,0,"1,275",0,0,75,60,4,3,52,0,0,0,0,0,0,0,*,10,50,70,100,110,95,115,125,130,110,115,100,65,40,20,*,"1,150",445,0,0,0
NN401,TYNESIDE SURGICAL SERVICES,,,,,,"2,560","2,560","1,035","1,525",0,0,"2,560",0,0,78,70,2,2,53,0,0,0,0,0,0,0,*,10,85,140,160,195,200,270,295,290,240,210,195,135,85,35,10,"2,345",515,0,0,0
RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,,,,,,"175,580","149,230","81,685","93,780",115,"61,750","53,985","21,325","12,170",46,27,4,2,58,"7,545","3,130","1,810","1,645",410,400,500,730,860,"5,435","6,500","6,310","5,430","4,785","6,450","9,105","13,245","12,615","15,260","20,400","18,440","15,580","11,270","7,320","67,135","353,135","16,025","1,395","2,990"
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,,,,,,"193,795","184,035","89,120","104,395",275,"28,350","82,065","60,130","13,490",,,3,,50,"4,175","1,825","2,060","2,830",965,"1,435","1,520","1,890","1,785","8,860","10,600","13,425","13,040","11,025","12,000","14,640","17,400","15,655","15,600","15,575","10,030","7,465","4,205","2,410","66,065","322,240","6,055","54,395","6,420"
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,,,,,,"206,265","161,395","100,105","106,150",*,"63,075","47,035","37,050","14,230",65,35,5,1,53,"10,410","5,755","4,260","4,240","1,095","1,240","1,180","1,175","1,200","6,995","8,745","9,360","8,045","7,200","8,900","11,045","14,920","14,945","16,010","19,175","17,660","14,700","10,235","6,780","66,295","462,950","21,985","3,020","1,710"
RRK-X,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,,,,,,"466,145","380,425","217,310","248,830",10,"183,930","107,615","64,310","24,570",58,33,4,1,57,"13,525","5,775","3,215","2,975",800,"1,450","2,095","2,770","2,945","17,390","20,635","21,625","21,275","18,770","23,325","28,645","33,855","33,590","35,470","42,960","40,875","39,165","30,545","21,045","116,945","1,019,170","71,745","33,760","4,280"
RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,,,,,,"167,420","144,400","75,515","91,815",90,"48,915","46,985","27,960","20,540",61,34,4,1,47,"9,760","8,010","5,760","5,090","1,200","1,025",835,905,"1,025","6,325","8,185","9,950","8,205","5,685","5,990","8,005","9,310","10,005","10,590","12,940","11,970","9,725","7,125","4,535","61,755","310,155","17,290","2,775","8,725"
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,,,,,,"203,490","173,780","92,320","111,170",0,"63,350","60,060","29,075","21,295",58,29,4,1,53,"9,250","4,520","2,855","2,985",775,765,805,995,"1,290","7,140","10,215","10,760","8,915","7,640","9,490","11,725","15,880","13,680","15,215","18,380","16,635","13,840","9,745","6,910","76,625","411,750","20,995","2,275","8,430"
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,,,,,,"333,710","256,145","152,730","180,980",*,"100,775","86,105","49,215","20,045",,,4,1,58,"13,520","4,115","3,150","2,850",765,740,960,"1,230","1,400","9,020","12,660","13,730","12,725","11,315","15,170","19,485","25,870","22,820","26,625","34,840","32,235","29,850","22,520","15,335","120,050","566,375","35,265","2,055","3,555"
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,,,,,,"339,015","272,315","154,150","184,860",*,"100,615","85,305","49,015","37,380",63,32,4,1,55,"13,150","5,910","4,110","3,295",985,"1,035","1,185","1,555","2,100","13,265","17,905","18,180","15,185","12,495","14,745","18,355","27,975","23,345","26,265","31,090","28,565","26,110","18,840","11,885","114,660","601,095","30,345","3,045","16,310"
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,,,,,,"113,680","93,430","53,540","60,140",*,"38,830","34,215","13,185","7,205",65,35,4,1,58,"4,705","2,330","1,190","1,255",385,315,325,420,570,"2,950","3,655","4,055","3,500","3,045","4,200","5,815","8,550","7,580","9,340","13,080","12,525","10,815","7,805","4,985","42,395","234,925","13,185",0,"1,105"
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,,,,,,"302,465","237,470","135,305","167,115",45,"102,065","68,995","37,730","28,680",46,26,3,1,56,"12,650","5,285","3,455","3,265",820,850,"1,020","1,240","1,630","11,090","15,380","14,610","11,685","9,910","12,895","15,935","21,065","21,465","24,250","30,495","28,410","24,185","18,330","11,755","92,955","491,405","47,570","1,735","14,275"
