RJ2,Lewisham And Greenwich NHS Trust,,,,,," 	156,869 "," 	132,502 "," 	62,466 "," 	94,400 ",*," 	55,093 "," 	36,672 "," 	10,718 "," 	30,019 ", 	43 , 	23 , 	4 , 	1 , 	46 ," 	15,448 "," 	5,754 "," 	3,439 "," 	2,396 ", 	596 , 	533 , 	615 , 	722 , 	899 ," 	6,644 "," 	9,815 "," 	11,702 "," 	9,169 "," 	6,331 "," 	6,712 "," 	7,878 "," 	8,358 "," 	7,887 "," 	9,161 "," 	9,281 "," 	9,687 "," 	9,445 "," 	7,738 "," 	5,674 "," 	42,425 "," 	385,914 "," 	17,466 ", 	828 ," 	11,761 "
RY5,Lincolnshire Community Health Services NHS Trust,,,,,," 	2,041 "," 	2,041 "," 	1,018 "," 	1,023 ", 	- 0, 	927 , 	- 0, 	852 , 	262 ,,, 	15 , 	9 , 	70 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*, 	- 0, 	19 , 	43 , 	29 , 	15 , 	50 , 	39 , 	103 , 	90 , 	198 , 	226 , 	318 , 	182 , 	346 , 	202 , 	172 , 	846 ," 	17,619 ", 	74 ,*, 	- 0
RP7,Lincolnshire Partnership NHS Foundation Trust,,,,,," 	1,192 "," 	1,032 ", 	610 , 	582 , 	- 0, 	860 , 	104 , 	40 , 	28 , 	32 , 	3 , 	82 , 	35 , 	51 , 	- 0, 	- 0, 	- 0, 	17 , 	22 , 	16 , 	19 , 	12 , 	19 , 	86 , 	82 , 	82 , 	90 , 	92 , 	63 , 	77 , 	44 , 	51 , 	88 , 	70 , 	86 , 	83 , 	60 , 	22 , 	- 0," 	82,667 ", 	10 , 	- 0, 	- 0
NLL07,Liskeard Community Hospital,,,,,, 	660 , 	656 , 	272 , 	388 , 	- 0, 	26 , 	- 0, 	- 0, 	630 ,,, 	24 , 	19 , 	82 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*, 	- 0,*, 	- 0, 	- 0, 	20 , 	15 , 	34 , 	59 , 	105 , 	133 , 	152 , 	136 , 	- 0," 	15,355 ", 	- 0, 	- 0,*
RY1,Liverpool Community Health NHS Trust,,,,,, 	702 , 	702 , 	265 , 	437 , 	- 0, 	136 , 	141 , 	31 , 	394 , 	127 , 	1 , 	31 , 	25 ,, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0," 	21,544 ", 	6 ,*,*
RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,,,,,," 	14,524 "," 	13,606 "," 	9,401 "," 	5,123 ", 	- 0," 	3,289 "," 	7,711 "," 	1,224 "," 	1,382 ", 	37 , 	28 , 	6 , 	3 , 	64 , 	- 0, 	- 0,*,*,*,*, 	24 , 	44 , 	52 , 	264 , 	244 , 	204 , 	222 , 	371 , 	697 ," 	1,189 "," 	1,430 "," 	1,729 "," 	2,234 "," 	2,103 "," 	1,912 "," 	1,160 ", 	487 , 	122 ," 	4,696 "," 	55,996 ", 	700 , 	269 , 	338 
REP,Liverpool Women's NHS Foundation Trust,,,,,," 	44,552 "," 	43,613 "," 	5,088 "," 	39,458 ", 	6 ," 	1,603 "," 	9,746 "," 	2,184 "," 	30,080 ", 	20 , 	13 , 	2 , 	1 , 	25 ," 	9,436 ",*,*, 	17 , 	58 , 	124 , 	311 , 	544 , 	792 ," 	5,829 "," 	8,630 "," 	7,330 "," 	3,813 "," 	1,456 ", 	845 , 	699 , 	520 , 	336 , 	373 , 	213 , 	197 , 	114 , 	63 , 	6 ," 	9,439 "," 	58,589 ", 	226 , 	503 ," 	13,483 "
NR501,Livewell Southwest,,,,,, 	802 , 	798 , 	328 , 	474 , 	- 0, 	45 ,*,*, 	742 ,*,*, 	29 , 	25 , 	80 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	- 0,*,*, 	9 , 	14 , 	21 , 	20 , 	55 , 	83 , 	132 , 	172 , 	151 , 	137 , 	- 0," 	21,580 ", 	- 0, 	- 0,*
R1K,London North West Healthcare NHS Trust,,,,,," 	197,011 "," 	159,319 "," 	91,679 "," 	105,317 ", 	15 ," 	61,533 "," 	47,177 "," 	31,992 "," 	18,617 ", 	38 , 	26 , 	4 , 	1 , 	53 ," 	9,015 "," 	4,597 "," 	3,217 "," 	2,410 ", 	550 , 	655 , 	877 , 	801 ," 	1,035 "," 	7,113 "," 	10,891 "," 	11,794 "," 	9,493 "," 	8,348 "," 	9,587 "," 	10,616 "," 	15,681 "," 	12,365 "," 	13,070 "," 	14,132 "," 	16,053 "," 	15,154 "," 	10,927 "," 	7,601 "," 	67,605 "," 	407,653 "," 	17,963 "," 	2,772 "," 	5,913 "
RC9,Luton And Dunstable University Hospital NHS Foundation Trust,,,,,," 	122,402 "," 	103,190 "," 	51,102 "," 	71,298 ",*," 	39,654 "," 	32,770 "," 	8,247 "," 	22,519 ", 	43 , 	29 , 	3 , 	1 , 	48 ," 	9,187 "," 	3,681 "," 	2,078 "," 	1,818 ", 	369 , 	455 , 	499 , 	776 , 	836 ," 	5,980 "," 	8,827 "," 	8,605 "," 	6,622 "," 	4,748 "," 	5,418 "," 	6,203 "," 	7,208 "," 	6,621 "," 	7,249 "," 	7,782 "," 	8,385 "," 	8,291 "," 	6,034 "," 	3,883 "," 	32,878 "," 	225,655 "," 	13,272 "," 	2,864 "," 	11,623 "
RWF,Maidstone And Tunbridge Wells NHS Trust,,,,,," 	115,906 "," 	102,467 "," 	50,251 "," 	65,654 ",*," 	39,856 "," 	45,848 "," 	3,602 "," 	13,161 ", 	46 , 	34 , 	4 , 	1 , 	54 ," 	8,438 "," 	1,954 "," 	1,470 "," 	1,300 ", 	331 , 	391 , 	528 , 	525 , 	574 ," 	3,524 "," 	4,844 "," 	5,497 "," 	4,993 "," 	4,541 "," 	5,596 "," 	6,117 "," 	9,144 "," 	6,577 "," 	9,204 "," 	9,284 "," 	9,465 "," 	9,281 "," 	7,116 "," 	5,034 "," 	41,592 "," 	266,254 "," 	11,093 "," 	1,048 "," 	2,453 "
TAE,Manchester Mental Health And Social Care Trust,,,,,," 	1,978 "," 	1,396 "," 	1,046 ", 	932 , 	- 0," 	1,079 ", 	- 0, 	68 , 	249 ,,, 	68 , 	23 , 	41 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	20 , 	31 , 	231 , 	230 , 	266 , 	214 , 	263 , 	215 , 	130 , 	117 , 	72 , 	53 , 	42 , 	27 , 	20 , 	16 , 	11 , 	- 0," 	87,154 ", 	22 ,*,*
RPA,Medway NHS Foundation Trust,,,,,," 	93,275 "," 	76,190 "," 	41,267 "," 	52,002 ", 	6 ," 	36,772 "," 	21,820 "," 	5,165 "," 	12,433 ", 	78 , 	50 , 	4 , 	1 , 	49 ," 	7,980 "," 	3,182 "," 	2,063 "," 	1,303 ", 	347 , 	374 , 	453 , 	602 , 	597 ," 	4,352 "," 	5,281 "," 	4,879 "," 	4,063 "," 	3,537 "," 	4,277 "," 	5,127 "," 	5,059 "," 	5,496 "," 	7,266 "," 	6,204 "," 	6,622 "," 	6,227 "," 	4,817 "," 	2,987 "," 	19,817 "," 	227,296 "," 	12,681 "," 	1,406 "," 	2,867 "
RW4,Mersey Care NHS Foundation Trust,,,,,," 	3,740 "," 	3,084 "," 	2,129 "," 	1,611 ", 	- 0," 	2,473 ", 	324 , 	- 0, 	287 , 	46 , 	33 , 	39 , 	11 , 	44 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	36 , 	34 , 	289 , 	372 , 	381 , 	494 , 	545 , 	497 , 	311 , 	205 , 	133 , 	114 , 	92 , 	89 , 	70 , 	45 , 	11 , 	- 0," 	126,141 ", 	28 , 	6 ,*
RBT,Mid Cheshire Hospitals NHS Foundation Trust,,,,,," 	94,247 "," 	80,407 "," 	39,862 "," 	54,385 ", 	- 0," 	35,109 "," 	31,342 "," 	2,972 "," 	10,984 ", 	33 , 	24 , 	4 , 	1 , 	53 ," 	4,995 "," 	1,876 "," 	1,006 ", 	882 , 	247 , 	362 , 	488 , 	613 , 	724 ," 	4,379 "," 	5,042 "," 	4,908 "," 	3,607 "," 	3,608 "," 	4,394 "," 	5,272 "," 	6,084 "," 	5,654 "," 	7,578 "," 	7,569 "," 	7,944 "," 	7,071 "," 	5,801 "," 	3,852 "," 	30,460 "," 	183,660 "," 	13,822 ", 	856 ," 	5,726 "
RQ8,Mid Essex Hospital Services NHS Trust,,,,,," 	104,451 "," 	91,573 "," 	47,429 "," 	57,022 ", 	- 0," 	34,011 "," 	31,804 "," 	15,805 "," 	9,953 ", 	63 , 	48 , 	4 , 	1 , 	53 ," 	6,651 "," 	2,528 "," 	1,631 "," 	1,414 ", 	395 , 	393 , 	427 , 	586 , 	516 ," 	3,313 "," 	4,362 "," 	5,078 "," 	4,149 "," 	4,294 "," 	4,956 "," 	5,526 "," 	5,987 "," 	6,210 "," 	8,881 "," 	8,753 "," 	9,022 "," 	8,336 "," 	6,258 "," 	4,358 "," 	37,443 "," 	196,935 "," 	9,218 "," 	2,809 "," 	2,347 "
RXF-X,Mid Yorkshire Hospitals NHS Trust,,,,,," 	195,062 "," 	164,405 "," 	85,034 "," 	110,027 ",*," 	64,617 "," 	52,694 "," 	23,865 "," 	23,229 ", 	54 , 	32 , 	4 , 	1 , 	53 ," 	9,779 "," 	4,573 "," 	3,009 "," 	2,401 ", 	593 , 	658 , 	971 ," 	1,086 "," 	1,261 "," 	8,740 "," 	10,786 "," 	9,843 "," 	7,675 "," 	8,330 "," 	9,355 "," 	11,120 "," 	11,427 "," 	12,683 "," 	16,545 "," 	16,142 "," 	15,753 "," 	14,924 "," 	10,530 "," 	6,381 "," 	67,316 "," 	365,274 "," 	24,770 "," 	2,124 "," 	9,537 "
NDA26,Milford Specialist Rehabilitation Hospital,,,,,, 	317 , 	316 , 	128 , 	189 , 	- 0, 	- 0, 	- 0, 	253 , 	63 ,,, 	35 , 	29 , 	84 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*,*, 	23 , 	44 , 	67 , 	84 , 	82 , 	- 0," 	11,124 ", 	- 0,*, 	- 0
RD8,Milton Keynes University Hospital NHS Foundation Trust,,,,,," 	78,294 "," 	66,602 "," 	34,635 "," 	43,658 ",*," 	26,573 "," 	20,178 "," 	9,318 "," 	10,533 ", 	47 , 	34 , 	4 , 	1 , 	49 ," 	6,004 "," 	3,294 "," 	1,702 "," 	1,259 ", 	274 , 	234 , 	250 , 	336 , 	421 ," 	2,736 "," 	3,870 "," 	4,248 "," 	3,561 "," 	3,326 "," 	3,555 "," 	3,941 "," 	5,503 "," 	4,805 "," 	6,205 "," 	5,574 "," 	5,403 "," 	4,956 "," 	3,809 "," 	2,705 "," 	25,827 "," 	167,289 "," 	7,851 ", 	437 ," 	2,599 "
RP6,Moorfields Eye Hospital NHS Foundation Trust,,,,,," 	35,890 "," 	35,890 "," 	17,187 "," 	18,703 ", 	- 0," 	2,400 "," 	32,873 ", 	617 , 	- 0, 	43 , 	36 , 	1 , 	- 0, 	62 , 	70 , 	413 , 	357 , 	226 , 	69 , 	100 , 	105 , 	116 , 	110 , 	699 , 	931 , 	945 , 	910 ," 	1,062 "," 	1,465 "," 	2,062 "," 	2,614 "," 	3,475 "," 	4,472 "," 	4,665 "," 	4,874 "," 	3,424 "," 	1,954 ", 	667 ," 	32,441 "," 	2,304 "," 	2,096 ", 	223 , 	- 0
NR527,Mount Gould Hospital,,,,,, 	131 , 	116 , 	75 , 	56 , 	- 0,*,*,*, 	112 ,*,*, 	57 , 	41 , 	56 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*,*, 	22 , 	14 , 	10 , 	19 , 	14 , 	14 , 	14 ,*,*,*, 	- 0, 	- 0," 	5,790 ", 	- 0, 	- 0, 	- 0
NVC08,Mount Stuart Hospital,,,,,," 	4,012 "," 	4,012 "," 	1,609 "," 	2,403 ", 	- 0, 	- 0," 	4,012 ", 	- 0, 	- 0, 	73 , 	42 , 	3 , 	2 , 	57 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	7 , 	8 , 	127 , 	125 , 	153 , 	219 , 	285 , 	378 , 	424 , 	397 , 	369 , 	570 , 	356 , 	331 , 	164 , 	77 , 	20 ," 	3,279 "," 	1,870 ", 	- 0, 	- 0, 	- 0
NQL01,Navigo Hq,,,,,, 	312 , 	308 , 	159 , 	153 , 	- 0, 	300 ,*,*, 	- 0,*,*, 	22 , 	12 , 	57 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*, 	30 , 	17 , 	19 , 	22 , 	14 , 	17 , 	14 , 	21 , 	12 , 	10 , 	17 , 	25 , 	35 , 	28 , 	22 , 	- 0," 	6,555 ",*, 	- 0, 	- 0
NVC09,New Hall Hospital,,,,,," 	4,604 "," 	4,604 "," 	1,995 "," 	2,607 ",*, 	- 0," 	4,604 ", 	- 0, 	- 0, 	166 , 	47 , 	3 , 	2 , 	58 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	12 , 	78 , 	136 , 	155 , 	228 , 	351 , 	380 , 	495 , 	437 , 	475 , 	635 , 	513 , 	388 , 	216 , 	79 , 	20 ," 	3,183 "," 	4,332 ", 	- 0, 	- 0, 	- 0
NLL15,Newquay Hospital,,,,,, 	323 , 	317 , 	162 , 	161 , 	- 0, 	64 ,*,*, 	238 ,,, 	20 , 	12 , 	81 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	- 0,*,*, 	- 0,*,*, 	10 , 	19 , 	36 , 	39 , 	65 , 	75 , 	71 , 	- 0," 	6,064 ",*, 	- 0,*
RM1,Norfolk And Norwich University Hospitals NHS Foundation Trust,,,,,," 	231,520 "," 	180,573 "," 	106,860 "," 	124,657 ",*," 	57,223 "," 	70,415 "," 	33,723 "," 	19,212 ", 	50 , 	33 , 	4 , 	1 , 	58 ," 	9,229 "," 	4,497 "," 	2,569 "," 	2,430 ", 	684 , 	593 , 	791 ," 	1,053 "," 	1,259 "," 	7,508 "," 	8,887 "," 	8,485 "," 	7,094 "," 	7,572 "," 	9,676 "," 	11,344 "," 	16,708 "," 	15,988 "," 	22,422 "," 	22,251 "," 	21,878 "," 	20,599 "," 	16,852 "," 	10,843 "," 	89,758 "," 	375,806 "," 	15,001 "," 	2,579 "," 	7,163 "
RMY-X,Norfolk And Suffolk NHS Foundation Trust,,,,,," 	3,836 "," 	2,793 "," 	1,908 "," 	1,928 ", 	- 0," 	2,079 ", 	177 , 	398 , 	139 , 	3 , 	3 , 	63 , 	21 , 	46 , 	- 0, 	- 0, 	- 0, 	16 , 	13 , 	11 , 	22 , 	47 , 	53 , 	395 , 	375 , 	398 , 	344 , 	365 , 	292 , 	299 , 	264 , 	224 , 	189 , 	148 , 	148 , 	131 , 	75 , 	27 , 	- 0," 	174,946 ", 	42 ,*, 	- 0
RY3,Norfolk Community Health And Care NHS Trust,,,,,," 	4,908 "," 	4,103 "," 	2,048 "," 	2,860 ", 	- 0, 	182 , 	- 0," 	1,510 "," 	2,411 ",,, 	20 , 	12 , 	68 , 	- 0, 	- 0, 	101 , 	271 , 	23 , 	85 , 	99 , 	32 , 	39 , 	102 , 	53 , 	44 , 	94 , 	14 , 	68 , 	112 , 	114 , 	112 , 	228 , 	341 , 	455 , 	775 , 	894 , 	848 , 	- 0," 	81,030 ", 	7 , 	17 , 	14 
RVJ-X,North Bristol NHS Trust,,,,,," 	145,940 "," 	125,137 "," 	62,690 "," 	83,243 ", 	7 ," 	42,191 "," 	46,712 "," 	12,856 "," 	23,378 ", 	59 , 	28 , 	4 , 	1 , 	54 ," 	7,010 ",*,*, 	14 , 	39 , 	357 , 	583 , 	824 , 	979 ," 	6,837 "," 	9,430 "," 	10,558 "," 	8,260 "," 	6,490 "," 	7,109 "," 	8,215 "," 	9,379 "," 	9,417 "," 	11,807 "," 	11,742 "," 	10,924 "," 	10,648 "," 	7,861 "," 	5,655 "," 	45,728 "," 	353,953 "," 	14,243 "," 	2,022 "," 	9,903 "
RNL,North Cumbria University Hospitals NHS Trust,,,,,," 	89,596 "," 	79,475 "," 	41,500 "," 	48,093 ",*," 	32,547 "," 	28,624 "," 	11,418 "," 	6,886 ", 	55 , 	36 , 	4 , 	1 , 	55 ," 	4,992 "," 	2,404 "," 	1,281 "," 	1,080 ", 	253 , 	258 , 	335 , 	385 , 	440 ," 	2,888 "," 	3,285 "," 	3,417 "," 	2,699 "," 	3,138 "," 	4,301 "," 	5,148 "," 	5,629 "," 	6,367 "," 	8,449 "," 	8,394 "," 	8,732 "," 	7,621 "," 	5,075 "," 	2,858 "," 	32,949 "," 	194,991 "," 	8,665 "," 	1,446 "," 	1,246 "
NVC11,North Downs Hospital,,,,,," 	2,493 "," 	2,493 "," 	1,077 "," 	1,414 ",*, 	- 0," 	2,493 ", 	- 0, 	- 0, 	66 , 	26 , 	2 , 	2 , 	57 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	8 , 	64 , 	93 , 	102 , 	113 , 	185 , 	260 , 	271 , 	255 , 	253 , 	289 , 	212 , 	206 , 	104 , 	53 , 	16 ," 	2,070 ", 	986 , 	- 0, 	- 0, 	- 0
RAT,North East London NHS Foundation Trust,,,,,," 	2,607 "," 	2,346 "," 	1,226 "," 	1,381 ", 	- 0, 	934 , 	218 , 	557 , 	637 ,,, 	43 , 	22 , 	56 , 	- 0, 	- 0, 	- 0, 	17 , 	23 , 	27 , 	25 , 	14 , 	26 , 	218 , 	173 , 	210 , 	164 , 	174 , 	147 , 	122 , 	96 , 	72 , 	118 , 	143 , 	137 , 	247 , 	244 , 	210 , 	- 0," 	87,278 ", 	19 , 	8 ,*
NTP15,North East London Treatment Centre Care Uk,,,,,," 	8,579 "," 	7,808 "," 	3,868 "," 	4,700 ", 	11 , 	- 0," 	7,808 ", 	- 0, 	- 0, 	36 , 	34 , 	3 , 	2 , 	55 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	28 , 	315 , 	442 , 	553 , 	551 , 	609 , 	765 , 	837 , 	775 , 	698 , 	833 , 	695 , 	678 , 	518 , 	211 , 	56 ," 	7,812 "," 	1,850 ", 	- 0, 	10 , 	- 0
RRD,North Essex Partnership University NHS Foundation Trust,,,,,," 	2,462 "," 	1,851 "," 	1,161 "," 	1,300 ",*," 	1,426 ", 	89 , 	279 , 	57 ,,, 	60 , 	26 , 	47 , 	- 0, 	- 0, 	- 0, 	13 , 	26 , 	51 , 	40 , 	34 , 	42 , 	236 , 	206 , 	212 , 	209 , 	200 , 	167 , 	150 , 	134 , 	70 , 	144 , 	134 , 	134 , 	135 , 	90 , 	35 ,*," 	109,035 ", 	20 ,*, 	- 0
RAP,North Middlesex University Hospital NHS Trust,,,,,," 	94,216 "," 	77,794 "," 	41,890 "," 	52,295 ", 	31 ," 	34,270 "," 	21,035 "," 	10,021 "," 	12,468 ", 	51 , 	37 , 	4 , 	1 , 	47 ," 	11,036 "," 	3,391 "," 	2,064 "," 	1,378 ", 	352 , 	296 , 	375 , 	362 , 	411 ," 	3,199 "," 	4,949 "," 	4,837 "," 	4,505 "," 	4,017 "," 	4,591 "," 	5,043 "," 	5,385 "," 	5,153 "," 	5,183 "," 	5,693 "," 	6,789 "," 	6,289 "," 	4,870 "," 	3,133 "," 	28,999 "," 	185,239 "," 	13,505 ", 	111 ," 	1,735 "
NLT01,North Somerset Community Partnership Cic Hq,,,,,, 	68 , 	68 , 	28 , 	40 , 	- 0,*, 	- 0,*, 	51 ,,, 	31 , 	27 , 	84 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*, 	7 , 	13 , 	22 , 	18 , 	6 ," 	1,913 ", 	- 0, 	- 0,*
RLY,North Staffordshire Combined Healthcare NHS Trust,,,,,," 	2,493 "," 	2,260 "," 	1,469 "," 	1,024 ", 	- 0, 	932 , 	- 0," 	1,280 ", 	48 ,,, 	30 , 	8 , 	40 , 	- 0, 	- 0, 	64 , 	178 , 	71 , 	72 , 	54 , 	106 , 	21 , 	140 , 	217 , 	231 , 	223 , 	176 , 	187 , 	157 , 	126 , 	72 , 	61 , 	46 , 	76 , 	86 , 	72 , 	47 , 	- 0," 	66,979 ", 	24 , 	11 ,*
RVW,North Tees And Hartlepool NHS Foundation Trust,,,,,," 	106,434 "," 	90,413 "," 	46,710 "," 	59,724 ", 	- 0," 	39,837 "," 	26,643 "," 	15,497 "," 	8,436 ", 	54 , 	31 , 	4 , 	1 , 	54 ," 	5,546 "," 	2,854 "," 	1,590 "," 	1,183 ", 	313 , 	282 , 	452 , 	462 , 	541 ," 	3,970 "," 	4,548 "," 	4,336 "," 	3,740 "," 	3,977 "," 	5,496 "," 	6,755 "," 	7,158 "," 	7,898 "," 	9,058 "," 	8,589 "," 	9,374 "," 	8,227 "," 	5,737 "," 	3,086 "," 	36,467 "," 	212,477 "," 	13,427 "," 	1,094 "," 	2,414 "
RNS,Northampton General Hospital NHS Trust,,,,,," 	118,610 "," 	107,688 "," 	49,031 "," 	69,573 ", 	6 ," 	42,130 "," 	29,326 "," 	16,274 "," 	19,958 ", 	48 , 	39 , 	4 , 	1 , 	49 ," 	7,283 "," 	3,493 "," 	2,045 "," 	1,555 ", 	379 , 	480 , 	620 , 	837 , 	868 ," 	5,811 "," 	8,003 "," 	7,669 "," 	5,958 "," 	5,109 "," 	5,721 "," 	6,221 "," 	6,515 "," 	7,605 "," 	9,522 "," 	8,513 "," 	7,961 "," 	7,150 "," 	5,240 "," 	3,546 "," 	39,845 "," 	259,164 "," 	15,752 "," 	1,109 "," 	10,415 "
RP1,Northamptonshire Healthcare NHS Foundation Trust,,,,,," 	3,293 "," 	3,293 "," 	1,104 "," 	1,235 ", 	954 , 	- 0, 	- 0, 	- 0," 	3,293 ",,,,, 	64 , 	- 0,*,*, 	13 , 	18 , 	23 , 	24 , 	23 , 	16 , 	151 , 	156 , 	145 , 	114 , 	142 , 	148 , 	136 , 	115 , 	83 , 	195 , 	237 , 	361 , 	400 , 	491 , 	301 , 	- 0," 	248,116 ", 	- 0, 	- 0, 	- 0
RBZ,Northern Devon Healthcare NHS Trust,,,,,," 	63,774 "," 	50,617 "," 	28,285 "," 	35,489 ", 	- 0," 	16,112 "," 	12,137 "," 	13,488 "," 	8,880 ", 	55 , 	46 , 	5 , 	1 , 	58 ," 	2,428 "," 	1,144 "," 	1,045 ", 	657 , 	192 , 	189 , 	236 , 	299 , 	392 ," 	2,253 "," 	2,727 "," 	2,623 "," 	2,013 "," 	1,845 "," 	2,494 "," 	2,916 "," 	3,042 "," 	4,271 "," 	5,978 "," 	6,225 "," 	6,316 "," 	6,070 "," 	4,910 "," 	3,295 "," 	22,226 "," 	164,752 "," 	3,384 ", 	752 ," 	3,784 "
RJL-X,Northern Lincolnshire And Goole NHS Foundation Trust,,,,,," 	122,068 "," 	109,896 "," 	54,210 "," 	67,858 ", 	- 0," 	37,514 "," 	37,208 "," 	21,971 "," 	13,203 ", 	44 , 	33 , 	4 , 	2 , 	55 ," 	5,811 "," 	1,785 "," 	1,505 "," 	1,112 ", 	332 , 	374 , 	536 , 	742 , 	789 ," 	5,134 "," 	6,233 "," 	4,897 "," 	3,921 "," 	4,288 "," 	5,752 "," 	6,998 "," 	7,325 "," 	8,523 "," 	11,093 "," 	11,430 "," 	11,720 "," 	9,975 "," 	7,364 "," 	4,228 "," 	52,176 "," 	259,575 "," 	5,604 "," 	1,231 "," 	3,989 "
RX4,"Northumberland, Tyne And Wear NHS Foundation Trust",,,,,," 	4,038 "," 	2,589 "," 	2,364 "," 	1,674 ", 	- 0," 	2,074 ", 	72 , 	436 , 	7 ,,, 	116 , 	32 , 	46 , 	- 0,*,*, 	30 , 	29 , 	37 , 	43 , 	54 , 	48 , 	345 , 	384 , 	442 , 	330 , 	364 , 	359 , 	297 , 	269 , 	242 , 	172 , 	150 , 	154 , 	149 , 	105 , 	28 , 	- 0," 	299,818 ", 	23 ,*, 	- 0
RTF,Northumbria Healthcare NHS Foundation Trust,,,,,," 	137,227 "," 	112,810 "," 	59,967 "," 	77,260 ", 	- 0," 	50,124 "," 	36,955 "," 	18,024 "," 	7,707 ", 	38 , 	28 , 	5 , 	1 , 	59 ," 	4,899 "," 	1,885 "," 	1,034 ", 	780 , 	211 , 	281 , 	392 , 	500 , 	513 ," 	3,478 "," 	4,454 "," 	4,714 "," 	4,307 "," 	5,216 "," 	6,683 "," 	8,257 "," 	9,989 "," 	11,141 "," 	13,435 "," 	13,363 "," 	13,339 "," 	12,362 "," 	9,568 "," 	6,294 "," 	48,020 "," 	310,651 "," 	19,585 ", 	529 , 	997 
RX1,Nottingham University Hospitals NHS Trust,,,,,," 	253,110 "," 	209,171 "," 	113,335 "," 	139,771 ",*," 	74,252 "," 	81,618 "," 	23,040 "," 	30,261 ", 	35 , 	17 , 	5 , 	2 , 	52 ," 	13,482 "," 	6,356 "," 	4,416 "," 	3,791 "," 	1,042 "," 	1,022 "," 	1,212 "," 	1,682 "," 	1,637 "," 	11,033 "," 	12,661 "," 	13,015 "," 	10,054 "," 	9,718 "," 	11,879 "," 	14,445 "," 	15,529 "," 	17,812 "," 	21,520 "," 	20,959 "," 	19,685 "," 	17,430 "," 	13,039 "," 	8,070 "," 	80,873 "," 	593,551 "," 	16,751 "," 	5,126 "," 	9,528 "
RHA,Nottinghamshire Healthcare NHS Foundation Trust,,,,,," 	4,379 "," 	4,111 "," 	2,377 "," 	2,002 ", 	- 0," 	1,409 "," 	1,053 "," 	1,267 ", 	382 , 	48 , 	15 , 	72 , 	23 , 	53 , 	- 0, 	- 0, 	- 0, 	23 , 	16 , 	22 , 	38 , 	36 , 	28 , 	243 , 	380 , 	397 , 	388 , 	361 , 	286 , 	298 , 	174 , 	163 , 	243 , 	226 , 	292 , 	284 , 	270 , 	198 , 	- 0," 	253,877 ", 	7 , 	21 ,*
NT202,"Nuffield Health, Bournemouth Hospital",,,,,, 	576 , 	576 , 	258 , 	318 , 	- 0, 	- 0, 	576 , 	- 0, 	- 0, 	91 , 	50 , 	3 , 	3 , 	63 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	8 , 	13 , 	18 , 	26 , 	30 , 	44 , 	31 , 	50 , 	53 , 	66 , 	71 , 	69 , 	49 , 	31 , 	15 , 	509 , 	222 , 	- 0, 	- 0, 	- 0
NT204,"Nuffield Health, Brentwood Hospital",,,,,," 	2,054 "," 	2,054 ", 	683 ," 	1,371 ", 	- 0, 	- 0," 	2,054 ", 	- 0, 	- 0, 	84 , 	70 , 	3 , 	2 , 	62 , 	- 0,*, 	8 ,*, 	- 0,*,*, 	6 , 	9 , 	46 , 	65 , 	69 , 	82 , 	102 , 	156 , 	150 , 	128 , 	131 , 	234 , 	222 , 	241 , 	222 , 	140 , 	26 ," 	1,559 "," 	1,281 ", 	- 0, 	- 0, 	- 0
